,Entity ID,Entity Name,Plant ID,Plant Name,Plant State,County,Balancing Authority Code,Sector,Generator ID,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Status,Latitude,Longitude
18148,59656,Desert Quartzite LLC,59871,Desert Quartzite,CA,Riverside,CISO,IPP Non-CHP,GEN01,300,300,300,Solar Photovoltaic,(OP) Operating,33.565,-114.753
18150,59660,"Solar Star California XXXII, LLC",59872,UC Davis South Campus,CA,Yolo,CISO,Commercial Non-CHP,UCD1,13,13,13,Solar Photovoltaic,(OP) Operating,38.55,-121.75
18156,61785,EDP Renewables North America LLC,59878,Windhub Solar A LLC,CA,Kern,CISO,IPP Non-CHP,GEN01,20,20,20,Solar Photovoltaic,(OP) Operating,35.0199,-118.2879
18157,61943,"North Rosamond Solar, LLC",59879,North Rosamond Solar LLC,CA,Kern,CISO,IPP Non-CHP,GEN01,151.1,151.1,151.1,Solar Photovoltaic,(OP) Operating,34.862,-118.38
18170,56769,Consolidated Edison Development Inc.,59900,Corcoran Solar 3,CA,Kings,CISO,IPP Non-CHP,C3CA,20,20,20,Solar Photovoltaic,(OP) Operating,36.15042,-119.5854
18187,56769,Consolidated Edison Development Inc.,59915,Oro Loma,CA,Fresno,CISO,IPP Non-CHP,ORCA,20,20,20,Solar Photovoltaic,(OP) Operating,36.876847,-120.6676
18188,59139,SunEdison LLC,59916,SunE- E Philadelphia Ontario,CA,San Bernardino,CISO,IPP Non-CHP,12307,1,1,1,Solar Photovoltaic,(OP) Operating,34.03527,-117.5341
18212,17650,Southern Power Co,59939,RE Tranquillity,CA,Fresno,CISO,IPP Non-CHP,TQ,205.3,200,200,Solar Photovoltaic,(OP) Operating,36.581365,-120.4045
18213,56769,Consolidated Edison Development Inc.,59940,"Great Valley Solar Portfolio Holdings, L",CA,Fresno,CISO,IPP Non-CHP,GVS2,60,60,60,Solar Photovoltaic,(OP) Operating,36.581182,-120.3796
18214,56769,Consolidated Edison Development Inc.,59940,"Great Valley Solar Portfolio Holdings, L",CA,Fresno,CISO,IPP Non-CHP,GVS3,20,20,20,Solar Photovoltaic,(OP) Operating,36.581182,-120.3796
18215,56769,Consolidated Edison Development Inc.,59940,"Great Valley Solar Portfolio Holdings, L",CA,Fresno,CISO,IPP Non-CHP,GVS4,20,20,20,Solar Photovoltaic,(OP) Operating,36.581182,-120.3796
18216,56769,Consolidated Edison Development Inc.,59940,"Great Valley Solar Portfolio Holdings, L",CA,Fresno,CISO,IPP Non-CHP,TQ8,102.5,102.5,102.5,Solar Photovoltaic,(OP) Operating,36.581182,-120.3796
18218,63249,Terraform Arcadia,59942,Morgan Lancaster 1,CA,Los Angeles,CISO,IPP Non-CHP,ML1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,34.6608,-118.0836
18224,59711,Bakersfield 111 LLC,59948,Bakersfield 111,CA,Kern,PACW,IPP Non-CHP,BF111,1.4,1.4,1.4,Solar Photovoltaic,(OP) Operating,35.317551,-118.9899
18240,61012,AES Distributed Energy,59961,Western Antelope Blue Sky B,CA,Los Angeles,CISO,IPP Non-CHP,WABSB,20,19,19,Solar Photovoltaic,(OP) Operating,34.73206,-118.3136
18241,61012,AES Distributed Energy,59962,North Lancaster Ranch,CA,Los Angeles,CISO,IPP Non-CHP,NLR,20,18,17,Solar Photovoltaic,(OP) Operating,34.719538,-118.313
18242,61012,AES Distributed Energy,59963,Central Antelope Dry Ranch C,CA,Los Angeles,CISO,IPP Non-CHP,CADRC,20,17,16,Solar Photovoltaic,(OP) Operating,34.720499,-118.3005
18243,61012,AES Distributed Energy,59964,Elevation Solar C,CA,Los Angeles,CISO,IPP Non-CHP,ELVSC,40,39,37,Solar Photovoltaic,(OP) Operating,34.730263,-118.3043
18254,59727,RE Astoria LLC,59976,RE Astoria,CA,Kern,CISO,IPP Non-CHP,ASTR1,100,100,100,Solar Photovoltaic,(OP) Operating,34.844226,-118.4585
18255,59728,RE Astoria 2 LLC,59977,RE Astoria 2,CA,Kern,CISO,IPP Non-CHP,ASTR2,75,75,75,Solar Photovoltaic,(OP) Operating,34.836649,-118.4802
18256,60496,"Adapture Renewables, Inc.",59978,"Adapture CA2, LLC",CA,Glenn,PACW,IPP Non-CHP,ECA22,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,39.69898,-122.1756
18257,59736,Columbia Solar Energy LLC,59979,"Columbia Solar Energy, LLC",CA,Contra Costa,CISO,IPP Non-CHP,GEN1,19.2,19.2,19.2,Solar Photovoltaic,(OP) Operating,38.019671,-121.8651
18281,17650,Southern Power Co,60007,Morelos del Sol,CA,Kern,CISO,IPP Non-CHP,MORLS,15,15,15,Solar Photovoltaic,(OP) Operating,35.731362,-119.8187
18300,63249,Terraform Arcadia,60026,Little Rock Pham Solar,CA,Los Angeles,LDWP,IPP Non-CHP,PV1,3,3,3,Solar Photovoltaic,(OP) Operating,34.600231,-117.9475
18301,61012,AES Distributed Energy,60027,Adera Solar,CA,Madera,CISO,IPP Non-CHP,ADERA,20,19,19,Solar Photovoltaic,(OP) Operating,37.120586,-120.3249
18305,59773,"SunE Solar XVI Lessor, LLC",60032,SunE Rochester,CA,San Bernardino,CISO,IPP Non-CHP,RCHTR,1,1,1,Solar Photovoltaic,(OP) Operating,34.097728,-117.5445
18306,61423,"California Flats Solar 130, LLC",60033,"CA Flats Solar 130, LLC",CA,San Luis Obispo,CISO,IPP Non-CHP,GEN01,130,130,130,Solar Photovoltaic,(OP) Operating,35.615573,-120.4044
18307,61230,"Arevon Energy, Inc.",60034,"CA Flats Solar 150, LLC",CA,San Luis Obispo,CISO,IPP Non-CHP,GEN01,150,150,150,Solar Photovoltaic,(OP) Operating,35.615573,-120.4044
18308,59775,"Solar Star California XXXI, LLC",60035,Tequesquite Landfill Solar PV Project,CA,Riverside,CISO,IPP Non-CHP,RPU1,7.3,7.3,7.3,Solar Photovoltaic,(OP) Operating,33.97819,-117.3851
18311,66100,Boralex US Operations LLC,60039,Frontier Solar LLC,CA,Stanislaus,CISO,IPP Non-CHP,FTRS,20,20,18,Solar Photovoltaic,(OP) Operating,37.379919,-121.1307
18313,61112,"Cuyama Solar, LLC",60043,"Cuyama Solar, LLC",CA,Santa Barbara,CISO,IPP Non-CHP,GEN01,40,40,40,Solar Photovoltaic,(OP) Operating,34.901,-119.596
18331,59791,Lindberg Field Solar I LLC,60060,Lindberg FIeld Solar,CA,San Diego,CISO,IPP Non-CHP,SDIA2,1.8,1.7,1.7,Solar Photovoltaic,(OP) Operating,32.729238,-117.2077
18332,59791,Lindberg Field Solar I LLC,60060,Lindberg FIeld Solar,CA,San Diego,CISO,IPP Non-CHP,SDIAA,0.6,0.5,0.5,Solar Photovoltaic,(OP) Operating,32.729238,-117.2077
18333,59791,Lindberg Field Solar I LLC,60060,Lindberg FIeld Solar,CA,San Diego,CISO,IPP Non-CHP,SDIAB,0.5,0.5,0.5,Solar Photovoltaic,(OP) Operating,32.729238,-117.2077
18350,56769,Consolidated Edison Development Inc.,60077,CED Avenal,CA,Kings,CISO,IPP Non-CHP,AVCA,15.8,15.8,15.8,Solar Photovoltaic,(OP) Operating,35.996324,-120.1515
18351,56769,Consolidated Edison Development Inc.,60078,CED Ducor 1,CA,Tulare,CISO,IPP Non-CHP,DU1CA,20,20,20,Solar Photovoltaic,(OP) Operating,35.856278,-119.0684
18352,56769,Consolidated Edison Development Inc.,60079,CED Ducor 2,CA,Tulare,CISO,IPP Non-CHP,DU2CA,20,20,20,Solar Photovoltaic,(OP) Operating,35.844167,-119.0681
18353,56769,Consolidated Edison Development Inc.,60080,CED Ducor 3,CA,Tulare,CISO,IPP Non-CHP,DU3CA,15,15,15,Solar Photovoltaic,(OP) Operating,35.845378,-119.057
18354,56769,Consolidated Edison Development Inc.,60081,CED Ducor 4,CA,Tulare,CISO,IPP Non-CHP,DU4CA,20,20,20,Solar Photovoltaic,(OP) Operating,35.850403,-119.027
18356,20323,"Wellhead Services, Inc",60083,Fresno Solar,CA,Fresno,CISO,IPP Non-CHP,PV-S,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.616846,-120.1051
18357,20323,"Wellhead Services, Inc",60083,Fresno Solar,CA,Fresno,CISO,IPP Non-CHP,PV-W,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.616846,-120.1051
18361,57313,Tesla Inc.,60085,AVS Lancaster 1,CA,Los Angeles,CISO,IPP Non-CHP,PV1,3.7,3.7,3.7,Solar Photovoltaic,(OP) Operating,34.748894,-117.9736
18362,57313,Tesla Inc.,60086,US-TOPCO (Soccer Center),CA,Los Angeles,CISO,IPP Non-CHP,PV1,3,3,3,Solar Photovoltaic,(OP) Operating,34.66072,-118.0812
18366,61230,"Arevon Energy, Inc.",60091,"Kingbird B Solar, LLC",CA,Kern,CISO,IPP Non-CHP,GEN01,20,20,20,Solar Photovoltaic,(OP) Operating,34.824206,-118.4385
18367,59843,"Blythe Solar II, LLC",60092,"Blythe Solar II, LLC",CA,Riverside,CISO,IPP Non-CHP,BLCK4,33.2,33.2,33.2,Solar Photovoltaic,(OP) Operating,33.68,-114.73
18368,59843,"Blythe Solar II, LLC",60092,"Blythe Solar II, LLC",CA,Riverside,CISO,IPP Non-CHP,BLCK5,33.9,33.9,33.9,Solar Photovoltaic,(OP) Operating,33.68,-114.73
18369,59843,"Blythe Solar II, LLC",60092,"Blythe Solar II, LLC",CA,Riverside,CISO,IPP Non-CHP,BLCK6,32,32,32,Solar Photovoltaic,(OP) Operating,33.68,-114.73
18370,59843,"Blythe Solar II, LLC",60092,"Blythe Solar II, LLC",CA,Riverside,CISO,IPP Non-CHP,BLCK7,32.1,32.1,32.1,Solar Photovoltaic,(OP) Operating,33.68,-114.73
18373,59842,"Blythe Solar 110, LLC",60093,"Blythe Solar 110, LLC",CA,Riverside,CISO,IPP Non-CHP,BLCK1,38.7,38.7,38.7,Solar Photovoltaic,(OP) Operating,33.68,-114.742
18374,59842,"Blythe Solar 110, LLC",60093,"Blythe Solar 110, LLC",CA,Riverside,CISO,IPP Non-CHP,BLCK2,36.3,36.3,36.3,Solar Photovoltaic,(OP) Operating,33.68,-114.742
18375,59842,"Blythe Solar 110, LLC",60093,"Blythe Solar 110, LLC",CA,Riverside,CISO,IPP Non-CHP,BLCK3,34.8,34.8,34.8,Solar Photovoltaic,(OP) Operating,33.68,-114.742
18376,59844,"Blythe Solar III, LLC",60094,"Blythe Solar III, LLC Hybrid",CA,Riverside,CISO,IPP Non-CHP,BLSL3,136.8,136.8,136.8,Solar Photovoltaic,(OP) Operating,33.656,-114.742
18378,59845,"Blythe Solar IV, LLC",60095,"Blythe Solar IV, LLC",CA,Riverside,CISO,IPP Non-CHP,BLS4A,68.7,68.7,68.7,Solar Photovoltaic,(OP) Operating,33.682,-114.768
18379,59845,"Blythe Solar IV, LLC",60095,"Blythe Solar IV, LLC",CA,Riverside,CISO,IPP Non-CHP,BLS4B,68.7,68.7,68.7,Solar Photovoltaic,(OP) Operating,33.682,-114.768
18433,61012,AES Distributed Energy,60142,Lemoore 1,CA,Kings,CISO,IPP Non-CHP,LEPV1,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.257938,-119.7981
18441,57104,Golden Springs Development Company LLC,60151,Building F,CA,Los Angeles,CISO,IPP Non-CHP,BLDGF,1.3,1.3,1.3,Solar Photovoltaic,(OP) Operating,33.914356,-118.0502
18443,57104,Golden Springs Development Company LLC,60153,Building G,CA,Los Angeles,CISO,IPP Non-CHP,BLDGG,1.2,1.2,1.2,Solar Photovoltaic,(OP) Operating,33.912917,-118.0506
18444,57104,Golden Springs Development Company LLC,60154,Buidling L,CA,Los Angeles,CISO,IPP Non-CHP,BLDG1,1,1,1,Solar Photovoltaic,(OP) Operating,33.912917,-118.0419
18454,57104,Golden Springs Development Company LLC,60182,Dulles,CA,Riverside,CISO,IPP Non-CHP,DULLE,2,2,2,Solar Photovoltaic,(OP) Operating,34.030119,-117.5178
18455,57104,Golden Springs Development Company LLC,60183,Freeway Springs,CA,Los Angeles,CISO,IPP Non-CHP,FSPRI,2,2,2,Solar Photovoltaic,(OP) Operating,33.892614,-118.0376
18458,61012,AES Distributed Energy,60185,Solverde 1,CA,Los Angeles,CISO,IPP Non-CHP,SOLV1,85,81,78,Solar Photovoltaic,(OP) Operating,34.655694,-118.2982
18459,61012,AES Distributed Energy,60186,Antelope DSR 1,CA,Los Angeles,CISO,IPP Non-CHP,DSR1,50,48,46,Solar Photovoltaic,(OP) Operating,34.655556,-118.2807
18460,61012,AES Distributed Energy,60187,Antelope DSR 2,CA,Los Angeles,CISO,IPP Non-CHP,DSR2,5,5,5,Solar Photovoltaic,(OP) Operating,34.686944,-118.3117
18465,59969,Whitethorn Solar LLC,60193,Whitethorn Solar LLC,CA,Alameda,CISO,IPP Non-CHP,GEN1,3.3,3.3,3.3,Solar Photovoltaic,(OP) Operating,37.691,-121.717
18479,64778,"Strata Manager, LLC",60219,Strata Roof 1,CA,Sacramento,BANC,IPP Non-CHP,UNIT1,1,1,0.6,Solar Photovoltaic,(OP) Operating,38.643527,-121.5055
18497,60413,"Rancho Seco Solar, LLC",60226,"Rancho Seco Solar, LLC",CA,Sacramento,BANC,IPP Non-CHP,GEN01,10.8,10.8,10.8,Solar Photovoltaic,(OP) Operating,38.339857,-121.1145
18503,57313,Tesla Inc.,60231,Genentech-Oceanside Hybrid,CA,San Diego,CISO,IPP Non-CHP,PV1,4.5,4.5,4.5,Solar Photovoltaic,(OP) Operating,33.211095,-117.2996
18507,17650,Southern Power Co,60233,RE Garland,CA,Kern,CISO,IPP Non-CHP,PV2,185.1,180,180,Solar Photovoltaic,(OP) Operating,34.825267,-118.525
18514,58468,Dominion Renewable Energy,60237,Midway Solar Farm II,CA,Imperial,IID,IPP Non-CHP,MSF2,30,30,30,Solar Photovoltaic,(OP) Operating,33.162056,-115.5317
18520,59050,Algonquin Power Co,60242,"Algonquin SKIC 10 Solar, LLC",CA,Kern,CISO,IPP Non-CHP,SKI10,10,10,10,Solar Photovoltaic,(OP) Operating,35.126111,-119.2434
18544,12397,Metropolitan Water District of S CA,60255,Weymouth Solar Plant,CA,Los Angeles,CISO,Electric Utility,1,2,2,2,Solar Photovoltaic,(OP) Operating,34.108618,-117.7822
18545,12397,Metropolitan Water District of S CA,60255,Weymouth Solar Plant,CA,Los Angeles,CISO,Electric Utility,2,1,1,1,Solar Photovoltaic,(OP) Operating,34.108618,-117.7822
18569,60067,Westside Assets LLC,60275,Westside Solar Power PV1,CA,Kings,CISO,IPP Non-CHP,WSPV1,2,2,2,Solar Photovoltaic,(OP) Operating,36.219,-119.907
18573,61012,AES Distributed Energy,60279,Antelope Big Sky Ranch,CA,Los Angeles,CISO,IPP Non-CHP,ABSR,20,19,19,Solar Photovoltaic,(OP) Operating,34.694839,-118.2877
18574,61012,AES Distributed Energy,60280,Summer Solar LLC,CA,Los Angeles,CISO,IPP Non-CHP,SUMSL,20,19,19,Solar Photovoltaic,(OP) Operating,34.714703,-118.311
18575,63250,"Central Antelope Dry Ranch B, LLC",60281,Central Antelope Dry Ranch B LLC,CA,Los Angeles,CISO,IPP Non-CHP,CADRB,3,3,3,Solar Photovoltaic,(OP) Operating,34.705549,-118.3014
18597,60412,"Portal Ridge Solar, LLC",60310,"Portal Ridge Solar B, LLC",CA,Los Angeles,CISO,IPP Non-CHP,GEN01,20,20,20,Solar Photovoltaic,(OP) Operating,34.71647,-118.2821
18598,60412,"Portal Ridge Solar, LLC",60311,"Portal Ridge Solar C, LLC",CA,Los Angeles,CISO,IPP Non-CHP,GEN01,11.4,11.4,11.4,Solar Photovoltaic,(OP) Operating,34.71412,-118.2739
18602,60025,Greenbacker Renewable Energy Corporation,60315,Midway Solar Farm III,CA,Imperial,IID,IPP Non-CHP,MSF3,20,20,20,Solar Photovoltaic,(OP) Operating,33.154761,-115.5449
18609,61672,Willow Spring Solar LLC,60324,"Willow Spring Solar, LLC",CA,Kern,CISO,IPP Non-CHP,GEN01,107.9,107.9,107.9,Solar Photovoltaic,(OP) Operating,34.826697,-118.3352
18627,60118,"83WI 8ME, LLC",60336,Midway Solar Farm 1,CA,Imperial,IID,IPP Non-CHP,MSF1,50,50,50,Solar Photovoltaic,(OP) Operating,33.176627,-115.5728
18687,17650,Southern Power Co,60386,RE Garland A,CA,Kern,CISO,IPP Non-CHP,PV1,20.2,20,20,Solar Photovoltaic,(OP) Operating,34.821453,-118.4974
18691,60191,"RE Barren Ridge 1, LLC",60389,RE Barren Ridge 1,CA,Kern,LDWP,IPP Non-CHP,REBR1,60,60,60,Solar Photovoltaic,(OP) Operating,35.20473,-118.0688
18714,58135,Ecos Energy LLC,60412,Munro Valley Solar,CA,Inyo,CISO,IPP Non-CHP,MUN,4,4,4,Solar Photovoltaic,(OP) Operating,36.2647,-117.9955
18727,61944,MN8 Energy LLC,60426,RCWD PV Project,CA,Riverside,CISO,IPP Non-CHP,RCWD,4.1,3.9,2.7,Solar Photovoltaic,(OP) Operating,33.5226,-117.1815
18729,58540,California PV Energy LLC,60428,CA Dept of Public Health at Richmond,CA,Contra Costa,CISO,IPP Non-CHP,PV1,2.2,2.2,2.2,Solar Photovoltaic,(OP) Operating,37.92,-122.344
18743,63249,Terraform Arcadia,60446,E&B Resources,CA,Kern,CISO,IPP Non-CHP,PVEB,1,1,1,Solar Photovoltaic,(OP) Operating,35.534584,-119.06
18747,63249,Terraform Arcadia,60450,Corcoran,CA,Kings,CISO,IPP Non-CHP,PVCR,1.1,1.1,1.1,Solar Photovoltaic,(OP) Operating,36.102307,-119.5665
18776,61012,AES Distributed Energy,60474,"Bayshore Solar B, LLC",CA,Los Angeles,CISO,IPP Non-CHP,BSHRB,20,20,20,Solar Photovoltaic,(OP) Operating,34.678305,-118.3026
18777,61012,AES Distributed Energy,60475,"Bayshore Solar C, LLC",CA,Los Angeles,CISO,IPP Non-CHP,BSHRC,20,20,20,Solar Photovoltaic,(OP) Operating,34.681338,-118.3141
18782,61012,AES Distributed Energy,60481,"Bayshore Solar A, LLC",CA,Los Angeles,CISO,IPP Non-CHP,BSHRA,20,20,20,Solar Photovoltaic,(OP) Operating,34.667817,-118.2981
18784,65411,Duke Energy Renewables Services,60485,"Longboat Solar, LLC",CA,San Bernardino,CISO,IPP Non-CHP,PV1,20,20,20,Solar Photovoltaic,(OP) Operating,34.541,-117.061
18789,60277,54 KR 8me LLC,60490,Redwood 4 Solar Farm,CA,Kern,CISO,IPP Non-CHP,RW4SF,20,20,20,Solar Photovoltaic,(OP) Operating,35.314198,-118.8119
18791,60278,64KT 8me LLC,60491,Springbok 3 Solar Farm Hybrid,CA,Kern,LDWP,IPP Non-CHP,SB3SF,90,90,90,Solar Photovoltaic,(OP) Operating,35.171153,-118.0017
18807,59462,"Heelstone Energy Holdings, LLC",60509,Valley Center,CA,San Diego,CISO,IPP Non-CHP,PV1,2.3,2.3,2.3,Solar Photovoltaic,(OP) Operating,33.2503,-117.0226
18814,59462,"Heelstone Energy Holdings, LLC",60516,NLP Granger,CA,San Diego,CISO,IPP Non-CHP,PV1,3,3,3,Solar Photovoltaic,(OP) Operating,33.2704,-117.0588
18856,60307,NRG Solar Blythe II LLC,60558,Solar Blythe 2,CA,Riverside,CISO,IPP Non-CHP,PV1,20,20,20,Solar Photovoltaic,(OP) Operating,33.618678,-114.6962
18897,61944,MN8 Energy LLC,60590,"Golden Fields Solar I, LLC",CA,Kern,CISO,IPP Non-CHP,RS1,54,54,54,Solar Photovoltaic,(OP) Operating,34.839012,-118.3868
18898,61944,MN8 Energy LLC,60591,"Solar Star California, XLI, LLC",CA,Kern,CISO,IPP Non-CHP,RS1,54,54,54,Solar Photovoltaic,(OP) Operating,34.839012,-118.3868
18977,60399,"GASNA 6P, LLC",60678,San Joaquin Solar,CA,Fresno,CISO,IPP Non-CHP,SJ1A,19.8,18.5,18.5,Solar Photovoltaic,(OP) Operating,36.527,-120.149
18978,60399,"GASNA 6P, LLC",60678,San Joaquin Solar,CA,Fresno,CISO,IPP Non-CHP,SJ1B,1.5,1.5,1.5,Solar Photovoltaic,(OP) Operating,36.527,-120.149
19086,61012,AES Distributed Energy,60744,SEPV Imperial Dixieland West,CA,Imperial,IID,IPP Non-CHP,SESI2,3,2.9,2.4,Solar Photovoltaic,(OP) Operating,32.79411,-115.7793
19087,61012,AES Distributed Energy,60745,SEPV Imperial Dixieland East,CA,Imperial,IID,IPP Non-CHP,SESI1,2,1.9,1.6,Solar Photovoltaic,(OP) Operating,32.792038,-115.7734
19123,61944,MN8 Energy LLC,60777,"American Kings Solar, LLC",CA,Kings,CISO,IPP Non-CHP,GEN01,128,128,128,Solar Photovoltaic,(OP) Operating,36.24,-119.898
19137,60455,"PVN Milliken, LLC",60790,"PVN Milliken, LLC",CA,San Bernardino,CISO,IPP Non-CHP,PV,3,3,3,Solar Photovoltaic,(OP) Operating,34.038433,-117.5658
19138,796,Arizona Electric Pwr Coop Inc,60791,SunAnza,CA,Riverside,CISO,Electric Utility,ANZA1,2,2,2,Solar Photovoltaic,(OP) Operating,33.555267,-116.6396
19139,796,Arizona Electric Pwr Coop Inc,60791,SunAnza,CA,Riverside,CISO,Electric Utility,ANZA2,1.4,1.4,1.4,Solar Photovoltaic,(OP) Operating,33.555267,-116.6396
19160,60496,"Adapture Renewables, Inc.",60813,Cloverdale Solar Center,CA,Sonoma,CISO,IPP Non-CHP,ECA02,1,1,1,Solar Photovoltaic,(OP) Operating,38.769581,-123.0207
19174,57313,Tesla Inc.,60824,Valley Sanitary District WTP Solar,CA,Riverside,LDWP,IPP Non-CHP,PV1,1,1,1,Solar Photovoltaic,(OP) Operating,33.708661,-116.1989
19175,60495,"Sunpin Holdings, LLC",60825,Colgreen North Shore Solar Farm,CA,Riverside,IID,IPP Non-CHP,CNS1,74.8,74.8,74.8,Solar Photovoltaic,(OP) Operating,33.540124,-115.9748
19196,57313,Tesla Inc.,60844,Genentech Vacaville Meter #1,CA,Solano,CISO,IPP Non-CHP,PV1,3.8,3.8,3.8,Solar Photovoltaic,(OP) Operating,38.390756,-121.9478
19197,57313,Tesla Inc.,60844,Genentech Vacaville Meter #1,CA,Solano,CISO,IPP Non-CHP,PV2,2.3,2.3,2.3,Solar Photovoltaic,(OP) Operating,38.390756,-121.9478
19198,57313,Tesla Inc.,60846,US GSA - Sacramento,CA,Sacramento,BANC,IPP Non-CHP,PV1,1.1,1.1,1.1,Solar Photovoltaic,(OP) Operating,38.601354,-121.3979
19212,60518,"California PV Energy 2, LLC",60861,Dept of General Services -FTB,CA,Sacramento,BANC,IPP Non-CHP,PV1,2.7,2.7,2.7,Solar Photovoltaic,(OP) Operating,38.565,-121.343
19219,61944,MN8 Energy LLC,60869,"Solar Star California, XLIV, LLC",CA,Los Angeles,CISO,IPP Non-CHP,PB1,9.5,9.5,9.5,Solar Photovoltaic,(OP) Operating,34.511889,-117.9228
19261,60281,"Altus Power America Management, LLC",60914,Westmont 300B,CA,Los Angeles,LDWP,IPP Non-CHP,W5328,3,2.3,1.5,Solar Photovoltaic,(OP) Operating,33.766067,-118.2847
19321,49893,Invenergy Services LLC,60947,Jacumba Solar Farm,CA,San Diego,CISO,IPP Non-CHP,Q644A,20,20,20,Solar Photovoltaic,(OP) Operating,32.6212,-116.129
19324,11208,Los Angeles Department of Water & Power,60953,Owens Valley Solar Project 11,CA,Inyo,LDWP,IPP Non-CHP,W5381,1,1,1,Solar Photovoltaic,(OP) Operating,36.275144,-118.0122
19353,60619,"Whitney Point Solar, LLC",60975,Whitney Point Solar,CA,Fresno,CISO,IPP Non-CHP,WS532,20,20,20,Solar Photovoltaic,(OP) Operating,36.376889,-120.1385
19355,61944,MN8 Energy LLC,60978,CSUF State College,CA,Orange,CISO,IPP Non-CHP,PV1,1,1,1,Solar Photovoltaic,(OP) Operating,33.87912,-117.8887
19356,61944,MN8 Energy LLC,60979,CSUF Nutwood Solar,CA,Orange,CISO,IPP Non-CHP,PV1,1.9,1.9,1.9,Solar Photovoltaic,(OP) Operating,33.87912,-117.8887
19358,60614,"Westside Solar, LLC",60981,NextEra Westside PV,CA,Fresno,CISO,IPP Non-CHP,WS526,20,20,20,Solar Photovoltaic,(OP) Operating,36.381775,-120.1345
19361,60618,"Lindberg Field Solar 2, LLC",60984,Lindberg Field Solar 2,CA,San Diego,CISO,IPP Non-CHP,PV1,1.9,1.9,1.9,Solar Photovoltaic,(OP) Operating,32.729444,-117.2051
19371,16609,San Diego Gas & Electric Co,60995,Ramona Solar Energy,CA,San Diego,CISO,Electric Utility,1,4.3,3.7,3.6,Solar Photovoltaic,(OP) Operating,33.018486,-116.8607
19386,60648,"SCDA Solar 1, LLC",61006,SCDA Solar 1,CA,Sacramento,CISO,IPP Non-CHP,SCAIR,7,7,7,Solar Photovoltaic,(OP) Operating,38.690186,-121.5865
19400,61012,AES Distributed Energy,61013,Marin Clean Energy Solar One,CA,Contra Costa,CISO,IPP Non-CHP,MCES1,10.5,10.5,10.5,Solar Photovoltaic,(OP) Operating,37.945296,-122.3772
19487,61012,AES Distributed Energy,61115,Manteca Land PV,CA,San Joaquin,CISO,IPP Non-CHP,MANT1,1,1,1,Solar Photovoltaic,(OP) Operating,37.84013,-121.2162
19488,61012,AES Distributed Energy,61116,Delano Land 1,CA,Kern,CISO,IPP Non-CHP,DELA1,1,1,1,Solar Photovoltaic,(OP) Operating,35.761217,-119.3444
19489,61012,AES Distributed Energy,61117,Bakersfield PV 1,CA,Kern,CISO,IPP Non-CHP,BAKE1,5.3,5.3,5.3,Solar Photovoltaic,(OP) Operating,35.324982,-118.9815
19490,61012,AES Distributed Energy,61118,Bakersfield Industrial PV 1,CA,Kern,CISO,IPP Non-CHP,BIND1,1,1,1,Solar Photovoltaic,(OP) Operating,35.330032,-118.9931
19519,57313,Tesla Inc.,61152,Intel Folsom Phase 3,CA,Sacramento,BANC,IPP Non-CHP,PV1,5.2,5.2,5.2,Solar Photovoltaic,(OP) Operating,38.645961,-121.1626
19534,60797,68SF 8me LLC,61168,"Eland Solar & Storage Center, Phase 1 Hy",CA,Kern,LDWP,IPP Non-CHP,68SF8,200,200,200,Solar Photovoltaic,(OP) Operating,35.2237,-117.977
19590,63447,"Imperial Valley Solar 3, LLC",61202,Mount Signal Solar Farm V,CA,Imperial,CISO,IPP Non-CHP,MTSG3,252.3,252.3,252.3,Solar Photovoltaic,(OP) Operating,32.678805,-115.5672
19600,57313,Tesla Inc.,61209,Sacramento Regional County Sanitation PV,CA,Sacramento,BANC,IPP Non-CHP,PV1,3.5,3.5,3.5,Solar Photovoltaic,(OP) Operating,38.448604,-121.4637
19605,61012,AES Distributed Energy,61215,Green Beanworks C PV,CA,Los Angeles,CISO,IPP Non-CHP,GBWXC,3,3,3,Solar Photovoltaic,(OP) Operating,34.597,-117.931
19606,61012,AES Distributed Energy,61216,Green Beanworks D PV,CA,Los Angeles,CISO,IPP Non-CHP,GBWXD,3,3,3,Solar Photovoltaic,(OP) Operating,34.654976,-118.0822
19637,60281,"Altus Power America Management, LLC",61249,Westmont 300A,CA,Los Angeles,LDWP,IPP Non-CHP,W5531,2.9,2.9,2.9,Solar Photovoltaic,(OP) Operating,33.766067,-118.2889
19638,60281,"Altus Power America Management, LLC",61250,USPS PV,CA,Los Angeles,CISO,Electric Utility,USPS1,7.4,7.4,7.4,Solar Photovoltaic,(OP) Operating,33.977922,-118.2587
19652,61012,AES Distributed Energy,61264,Antelope Expansion 2,CA,Los Angeles,CISO,IPP Non-CHP,ANTX2,105,105,105,Solar Photovoltaic,(OP) Operating,34.744977,-118.3092
19653,61012,AES Distributed Energy,61265,Antelope DSR 3,CA,Los Angeles,CISO,IPP Non-CHP,ADSR3,20,20,20,Solar Photovoltaic,(OP) Operating,34.736859,-118.3041
